miRNAs	n_geneset	hyper_pval	OR
dme-miR-263b-5p	2	0.4951086529840651	1.244
dme-miR-133-3p	2	0.05918367910034567	5.4761702127659575
dme-miR-316-5p	0		
dme-miR-1011-3p	4	0.16625598845463752	2.0316477468180256
dme-miR-956-3p	1	0.6614180491202111	0.944431826784768
dme-miR-2489-3p	6	0.1267839802665261	1.971704871060172
dme-miR-4946-5p	6	0.30356332130520414	1.421709323583181
dme-miR-4976-5p	0		
dme-miR-284-5p	1	0.5732769859795875	1.2079141515761234
dme-miR-1005-3p	1	0.5296104086105813	1.3673469387755102
dme-miR-79-5p	1	0.8027875518618252	0.6219088493766606
dme-miR-4967-5p	4	0.5318944806726604	1.0801033591731266
dme-miR-4982-3p	1	0.6505151817962508	0.9736575481256332
dme-miR-929-5p	1	0.8912117616010355	0.44880100011364926
dme-miR-4950-5p	1	0.6380079813501025	1.008218515832729
dme-miR-280-5p	7	0.21801332161925224	1.5847254836184725
dme-miR-2494-3p	0		
dme-miR-4911-3p	11	0.0016639331226366207	3.9806157354618015
dme-miR-956-5p	5	0.26562568300049216	1.5552670204358134
dme-miR-4947-5p	3	0.025670133179198185	5.244331455270029
dme-miR-9370-5p	7	0.0036307008323618307	4.371308016877637
dme-miR-7-3p	11	0.0447546955688746	2.2670157068062826
dme-miR-315-3p	2	0.6556116746093852	0.9095531587057011
dme-miR-34-5p	4	0.01022415661286731	5.3993993993994
dme-miR-1000-5p	7	0.04465843926413108	2.5251141552511416
dme-miR-310-5p	1	0.5344854436817515	1.3483541067433684
dme-miR-4940-5p	1	0.44274346575802526	1.771622934888241
dme-miR-4956-3p	1	0.6560078456195819	0.9588325652841782
dme-miR-2280-3p	8	0.029322165338226815	2.660336642209754
dme-miR-9373-3p	1	0.5755035384372211	1.2003809523809523
dme-miR-980-5p	8	0.1330730999910785	1.8186129223473622
dme-miR-982-3p	6	0.0029923814687176746	5.103260869565218
dme-miR-2492-5p	1	0.6878254648010609	0.8768253968253968
dme-miR-193-5p	2	0.41079814279685267	1.4787951807228916
dme-miR-2492-3p	8	0.18158814962940545	1.653170359052712
dme-miR-4975-5p	8	0.005841373732223003	3.690381331815595
dme-miR-4953-3p	11	0.09172048644837572	1.930232558139535
dme-miR-2499-3p	1	0.5146911899954456	1.4275582573454915
dme-miR-10-3p	2	0.8196252139844237	0.6374226223972989
dme-miR-1006-3p	2	0.8149115404933193	0.644968732234224
dme-miR-277-3p	4	0.4670333702929856	1.1845410628019324
dme-miR-970-3p	2	0.24547568058898478	2.21929203539823
dme-miR-987-5p	5	0.16049451062237574	1.913280776228017
dme-miR-2498-5p	4	0.005775287942213206	6.411035180966844
dme-miR-1014-3p	8	0.011914736091289008	3.214213491261014
dme-miR-4983-3p	7	0.026161456030954863	2.8731476424540325
dme-miR-9369-3p	7	0.1596749439153877	1.7627172195892575
dme-miR-4958-5p	1	0.605534217566091	1.1036724652960814
dme-miR-4973-5p	1	0.5053526738084259	1.4669440591770688
dme-miR-9381-3p	0		
dme-miR-124-3p	0		
dme-miR-79-3p	1	0.8562903875083459	0.5165762507534659
dme-miR-9a-3p	1	0.8565534386485225	0.516066589237321
dme-miR-4943-5p	15	0.16540468898344154	1.712167568839727
dme-miR-9372-5p	1	0.8731681535653696	0.4838971363673238
dme-miR-2283-5p	17	1.0455688803234347e-05	7.590034533793784
dme-miR-289-5p	16	0.00017268898508354303	5.377532228360957
dme-miR-972-5p	15	0.0008056661852068916	4.339137316976652
dme-miR-4974-3p	11	0.02179698507726232	2.6129032258064515
dme-miR-210-5p	3	0.4072107832392732	1.3556770492434451
dme-miR-1013-3p	5	0.21745238490406066	1.6956178444532175
dme-miR-4949-5p	0		
dme-miR-279-3p	1	0.4653326681928051	1.652653431944985
dme-miR-286-3p	1	0.4671751199435556	1.6434378629500581
dme-miR-996-3p	1	0.4816981118077944	1.5731601731601732
dme-miR-978-5p	3	0.07740242858898566	3.29628327914946
dme-miR-283-3p	4	0.1516585771904127	2.1129822685556445
dme-miR-9374-3p	0		
dme-miR-989-3p	0		
dme-miR-210-3p.1	1	0.7984693793387256	0.6306418219461698
dme-miR-210-3p.2	5	0.0036971595515703187	5.727941176470588
dme-miR-955-5p	0		
dme-miR-307a-3p	1	0.4417827539229757	1.7769423558897244
dme-miR-1-3p	1	0.7102097958050317	0.8226738394102411
dme-miR-9378-3p	1	0.25964295806196325	3.477804681194512
dme-miR-4967-3p	6	0.11068294891978117	2.0600842418235876
dme-miR-4984-5p	0		
dme-miR-4961-3p	9	0.03927826082383426	2.4113529303402723
dme-miR-975-3p	0		
dme-miR-4939-3p	0		
dme-miR-973-3p	1	0.6679202565350422	0.9273809523809524
dme-miR-2280-5p	2	0.2744992322837621	2.0446808510638297
dme-miR-318-5p	2	0.2092347183581374	2.4846153846153847
dme-miR-4-5p	5	0.15799576171344332	1.9247180737580005
dme-miR-iab-8-3p	1	0.7495747134857941	0.7333571726562965
dme-miR-991-3p	7	0.027244892624807355	2.8460093896713614
dme-miR-9374-5p	1	0.666746972122715	0.9304373787132408
dme-miR-263a-3p	1	0.5550588494322507	1.2716198530152019
dme-miR-972-3p	9	0.0005072160656604693	5.206261878563569
dme-miR-4969-5p	4	0.10088133315749209	2.491664077870974
dme-miR-1003-5p	4	0.014632341465989285	4.833333333333333
dme-miR-4986-5p	3	0.10544218016431162	2.862620053784095
dme-miR-1008-5p	14	0.0020006151378700447	3.787792803670611
dme-miR-2279-5p	15	0.0005180604616852011	4.582891360136869
dme-miR-959-3p	1	0.6878254648010609	0.8768253968253968
dme-miR-9388-5p	7	0.20709583383597444	1.6140410570488828
dme-let-7-3p	6	0.1644880349083144	1.8051242236024845
dme-miR-1012-3p	1	0.6027639485589085	1.112232253496194
dme-miR-4-3p	1	0.8910097407272799	0.4491962390051562
dme-miR-1017-3p	0		
dme-miR-3641-5p	3	0.1699448564973683	2.2677238230394274
dme-miR-9c-3p	3	0.2785054019891975	1.72992700729927
dme-miR-4948-3p	0		
dme-miR-1006-5p	4	0.10460650337866392	2.4567106204640705
dme-miR-9382-5p	2	0.1852852477496891	2.7
dme-miR-3644-5p	2	0.34129247915568883	1.7276150627615063
dme-miR-4914-5p	2	0.34629086725003855	1.707448275862069
dme-miR-4910-5p	11	0.004662987082663585	3.403225806451613
dme-miR-3642-5p	3	0.11536397389805528	2.7440023621466008
dme-miR-3643-5p	2	0.6140735029007155	0.9865671641791045
dme-miR-2279-3p	0		
dme-miR-4909-3p	11	0.0007253127527065142	4.480552070263488
dme-miR-303-3p	6	0.17031212143680613	1.783102766798419
dme-miR-3645-5p	2	0.32750318664903943	1.7854676258992805
dme-miR-190-5p	0		
dme-miR-965-3p	2	0.14195325017469	3.21746835443038
dme-miR-7-5p	1	0.5393122285334446	1.3298643960895618
dme-miR-9a-5p	2	0.5370195934063895	1.1456273764258555
dme-miR-9b-5p	2	0.5220292443216766	1.1796875
dme-miR-9c-5p	3	0.2542960888826456	1.823956442831216
dme-miR-137-3p	7	0.009925710209183205	3.561791831357049
dme-miR-315-5p	7	0.1343691160198841	1.862046204620462
dme-bantam-3p	1	0.41724468182464525	1.9208352110560312
dme-miR-968-5p	0		
dme-miR-1002-5p	6	0.023557242482824682	3.173014440433213
dme-miR-iab-4-5p	1	0.7334412160713428	0.7691348790825231
dme-miR-971-3p	4	0.08184439747551553	2.6985400646383595
dme-miR-999-3p	3	0.15883895484339786	2.347011596788582
dme-miR-960-5p	2	0.34753900419023154	1.7024759284731774
dme-miR-12-5p	2	0.3494100745456311	1.695068493150685
dme-miR-281-2-5p	0		
dme-miR-124-5p	0		
dme-miR-285-5p	0		
dme-miR-2493-5p	1	0.41523777734661305	1.9333333333333333
dme-miR-2493-3p	2	0.39443714415943615	1.5318804483188044
dme-miR-4985-3p	1	0.25585685311252954	3.5385878489326763
dme-miR-1001-3p	1	0.7324899546880378	0.771278590176228
dme-miR-9383-3p	3	0.033869692272733135	4.687661777394306
dme-miR-961-3p	6	0.16574582549105085	1.8002988047808766
dme-miR-9377-3p	1	0.8348935061331881	0.558206195099399
dme-miR-961-5p	3	0.15924580239644193	2.3439826894927767
dme-miR-4977-5p	9	0.047215068870006	2.314652864536855
dme-miR-957-5p	9	0.02091651480763255	2.751883651655861
dme-miR-1000-3p	4	0.051328663139020785	3.195618153364632
dme-miR-4982-5p	6	0.037748874696864915	2.809705119896306
dme-miR-1002-3p	3	0.20947439894543357	2.031578947368421
dme-miR-6-1-5p	1	0.6572171974778191	0.9555963864645537
dme-miR-31a-3p	2	0.1768038068213688	2.7863436123348015
dme-miR-31b-3p	1	0.530426284598647	1.3641456582633054
dme-miR-4955-3p	2	0.1345082766308598	3.330366492146597
dme-miR-1-5p	1	0.5352932461859987	1.3452380952380953
dme-miR-979-5p	1	0.5456736716486873	1.3059601280859416
dme-miR-309-5p	1	0.7544497039578903	0.7227513227513227
dme-miR-981-5p	3	0.26217000911553046	1.792201994146535
dme-miR-3645-3p	3	0.34393944804302023	1.518809178537917
dme-miR-4958-3p	0		
dme-miR-988-5p	2	0.5160610447044891	1.193583415597236
dme-miR-927-3p	1	0.6197781877618783	1.0607290873720714
dme-miR-1016-5p	6	0.029284980332398573	3.002319587628866
dme-miR-304-3p	1	0.8448168619261105	0.5388471177944862
dme-miR-9b-3p	1	0.5328658157079831	1.3546281433921883
dme-miR-2283-3p	0		
dme-miR-3644-3p	8	0.005444149457483879	3.7394522575869726
dme-miR-974-3p	4	0.19035321683052872	1.9142414608298688
dme-miR-8-5p	7	0.0006608372468999042	6.018168964298338
dme-miR-9371-3p	6	0.03285717546828403	2.914156626506024
dme-miR-4916-3p	4	0.46145214589192896	1.1941201902291396
dme-miR-993-5p	0		
dme-miR-9384-3p	8	0.00861367443631754	3.4264358172526888
dme-miR-4949-3p	0		
dme-miR-966-5p	3	0.1915609263032591	2.1308802980903585
dme-miR-9378-5p	0		
dme-miR-9372-3p	2	0.3487865373920046	1.6975308641975309
dme-miR-4979-5p	10	0.018232414647637363	2.7493438320209975
dme-miR-287-3p	4	0.09261904837605667	2.575088056356068
dme-miR-964-3p	5	0.17760111049978633	1.8399452804377565
dme-miR-4963-5p	2	0.689785953654121	0.8495652173913043
dme-miR-4984-3p	5	0.16189043282908447	1.9069775254476433
dme-miR-4944-3p	4	0.2709149744102924	1.6196500105418512
dme-miR-2501-5p	5	0.2209408936405699	1.6843821717598744
dme-miR-314-5p	2	0.7458709323315771	0.7559111691704768
dme-miR-4917-3p	1	0.5900662807529444	1.1523809523809523
dme-miR-2494-5p	0		
dme-miR-986-5p	2	0.22728393755635884	2.3447761194029852
dme-miR-276a-3p	1	0.49321903648145127	1.520220148360852
dme-miR-276b-3p	1	0.49321903648145127	1.520220148360852
dme-miR-10-5p	1	0.24052679923749812	3.804232804232804
dme-miR-283-5p	4	0.22586421231717962	1.7695698434412526
dme-miR-263a-5p	1	0.5957567952789385	1.1341991341991342
dme-miR-314-3p	2	0.41920912666741905	1.45260663507109
dme-miR-985-3p	9	0.02371750860556659	2.6826923076923075
dme-miR-994-3p	5	0.013786120418334083	4.090544067456334
dme-miR-963-3p	2	0.2599707529475213	2.1285714285714286
dme-miR-4983-5p	3	0.09690131101651538	2.9770334928229665
dme-miR-4985-5p	3	0.26124146058469344	1.7958848963769196
dme-miR-4955-5p	1	0.3012870392803024	2.9097269239449335
dme-miR-2489-5p	3	0.34680197343241465	1.5106960950764006
dme-miR-955-3p	6	0.11501172562940255	2.0350049043648846
dme-miR-2497-3p	1	0.8586413643503086	0.5120222079863336
dme-miR-2c-5p	2	0.4656285171805543	1.319718309859155
dme-miR-4951-3p	2	0.41561071880642647	1.4637231503579953
dme-miR-997-5p	1	0.5929210293133622	1.1432206470374409
dme-miR-9375-5p	0		
dme-miR-278-5p	0		
dme-miR-4977-3p	1	0.6020684851402844	1.11439212556531
dme-miR-9371-5p	2	0.30356895192836547	1.8945205479452054
dme-miR-2490-3p	2	0.3381639441624935	1.7404494382022473
dme-miR-9377-5p	2	0.391388200503644	1.5421052631578946
dme-miR-2491-5p	7	0.0025416966915513635	4.685144622297107
dme-miR-2495-5p	0		
dme-miR-4966-3p	1	0.7677057311706091	0.6943547930468263
dme-miR-4979-3p	4	0.09490698538082018	2.551111111111111
dme-miR-987-3p	0		
dme-miR-954-3p	1	0.7677057311706091	0.6943547930468263
dme-miR-4950-3p	0		
dme-miR-4963-3p	3	0.3730315370507159	1.4398293029871978
dme-miR-4945-5p	4	0.2467858257778471	1.6960913482652613
dme-miR-4919-3p	1	0.38009414265217867	2.1730215217759703
dme-miR-4965-3p	0		
dme-miR-1003-3p	1	0.45790186528120785	1.6905425122695317
dme-miR-1004-3p	1	0.4541495973515378	1.7101274312541919
dme-miR-33-3p	4	0.560560404563428	1.037293348712034
dme-miR-1014-5p	2	0.5856531731967989	1.042458587619878
dme-miR-9379-3p	1	0.5550588494322507	1.2716198530152019
dme-miR-317-5p	0		
dme-miR-92b-5p	0		
dme-miR-274-3p	6	0.15605935770221313	1.8385135135135136
dme-miR-2a-1-5p	2	0.43823369774924376	1.395890410958904
dme-miR-2501-3p	1	0.616431988714722	1.0706605222734256
dme-miR-137-5p	1	0.6547944217190074	0.9620896902450301
dme-miR-962-3p	2	0.24107435342421324	2.2483870967741937
dme-miR-252-5p	5	0.09058000168781369	2.345688960515713
dme-miR-4968-3p	3	0.08483985756998227	3.163217031342401
dme-miR-5-5p	1	0.66260923724674	0.9412874500037733
dme-miR-965-5p	4	0.015235151588735191	4.77263198017915
dme-miR-1001-5p	3	0.06627694904369143	3.530256121587391
dme-miR-954-5p	2	0.1654112097753256	2.912413793103448
dme-miR-4978-5p	0		
dme-miR-995-5p	0		
dme-miR-4980-3p	2	0.21233411489143045	2.459375
dme-miR-981-3p	0		
dme-miR-978-3p	0		
dme-miR-4913-3p	1	0.6578203504420238	0.9539860888175495
dme-miR-967-3p	5	0.11936040690125096	2.132908579048748
dme-miR-977-5p	1	0.7570704712190897	0.7170868347338936
dme-miR-989-5p	1	0.4772007649074146	1.594486215538847
dme-miR-3643-3p	1	0.62309651081608	1.050972501676727
dme-miR-8-3p	4	0.11336818652846191	2.3801012809055706
dme-let-7-5p	1	0.32241891071500384	2.6772717820752754
dme-miR-305-5p	0		
dme-miR-973-5p	3	0.16087670867320625	2.331939958198746
dme-miR-968-3p	3	0.31488171380942487	1.6060034997980885
dme-miR-984-5p	1	0.3573901704445794	2.3523809523809525
dme-miR-997-3p	0		
dme-miR-13a-5p	2	0.17740729860247295	2.78
dme-miR-4959-5p	3	0.1576205367060745	2.3561424825733837
dme-miR-263b-3p	2	0.4287572751450649	1.4237209302325582
dme-miR-1004-5p	1	0.7455175048785423	0.7422543701024714
dme-miR-13b-1-5p	1	0.7899393330838307	0.6480331262939959
dme-miR-9373-5p	9	0.003626736885661317	3.7987814166031986
dme-miR-4960-3p	0		
dme-miR-33-5p	10	0.0003027761622800446	5.277466890505503
dme-miR-274-5p	2	0.45463603037657785	1.3495575221238938
dme-miR-281-3p	1	0.44847467697029075	1.7403465684267976
dme-miR-4965-5p	0		
dme-miR-2281-5p	3	0.36921966725874145	1.4497607655502391
dme-miR-4972-5p	0		
dme-miR-9379-5p	4	0.02063629904383843	4.33489827856025
dme-miR-133-5p	3	0.11249181972052036	2.7769316909294512
dme-miR-317-3p	0		
dme-miR-4943-3p	0		
dme-miR-278-3p	1	0.3885401857257622	2.1115505025539627
dme-miR-4941-3p	2	0.12716300615119905	3.451219512195122
dme-miR-3-3p	0		
dme-miR-309-3p	0		
dme-miR-318-3p	0		
dme-miR-966-3p	0		
dme-miR-2497-5p	2	0.4287572751450649	1.4237209302325582
dme-miR-312-5p	0		
dme-miR-1009-3p	0		
dme-miR-9381-5p	0		
dme-miR-9380-3p	0		
dme-miR-14-3p	0		
dme-miR-2a-3p	0		
dme-miR-2b-3p	0		
dme-miR-2c-3p	0		
dme-miR-5-3p	0		
dme-miR-6-3p	0		
dme-miR-11-3p	0		
dme-miR-13a-3p	0		
dme-miR-13b-3p	0		
dme-miR-308-3p	0		
dme-miR-1010-3p	1	0.4625575837514276	1.6666666666666667
dme-miR-927-5p	5	0.05432198577784147	2.764705882352941
dme-miR-125-3p	1	0.8351938238320649	0.5576185857466168
dme-miR-4966-5p	7	0.0093783484445228	3.6047048379937863
dme-miR-990-3p	1	0.5922091265071292	1.1454975871801876
dme-miR-3642-3p	1	0.834291302798541	0.559384843431536
dme-bantam-5p	4	0.11589331195430952	2.359338061465721
dme-miR-4954-3p	0		
dme-miR-2500-3p	9	0.00749239406218825	3.345075485262401
dme-miR-4973-3p	2	0.22041798078814767	2.396
dme-miR-932-3p	0		
dme-miR-277-5p	1	0.4699274383661713	1.629800307219662
dme-miR-1012-5p	0		
dme-miR-6-2-5p	1	0.4975847326468079	1.5007680491551458
dme-miR-6-3-5p	1	0.42123878435335543	1.8963061860258121
dme-miR-308-5p	0		
dme-miR-2a-2-5p	1	0.596462784838245	1.1319650733639393
dme-miR-990-5p	1	0.40612478022375753	1.9915966386554622
dme-miR-4961-5p	1	0.6328864283294102	1.022706852895532
dme-miR-3-5p	5	0.003138678689138084	5.962566844919786
dme-miR-4944-5p	2	0.5620288859799176	1.0912727272727272
dme-miR-958-3p	2	0.3092477836917036	1.8675675675675676
dme-miR-998-5p	3	0.14561684074367806	2.4512510785159622
dme-miR-284-3p	1	0.6486657630444329	0.9786967418546366
dme-miR-977-3p	0		
dme-miR-969-3p	1	0.66260923724674	0.9412874500037733
dme-miR-959-5p	0		
dme-miR-2498-3p	1	0.5747625893666537	1.2028819543849605
dme-miR-3641-3p	3	0.1911296556385532	2.1334149326805387
dme-miR-967-5p	0		
dme-miR-12-3p	1	0.5950496268190593	1.136441673443571
dme-miR-9388-3p	2	0.24610488940641867	2.2151943462897528
dme-miR-303-5p	2	0.5166054316945922	1.1923076923076923
dme-miR-iab-8-5p	4	0.03213800899925152	3.750492648173412
dme-miR-964-5p	4	0.12044724107628262	2.323232323232323
dme-miR-2496-5p	3	0.0826385434687395	3.200956937799043
dme-miR-2282-3p	1	0.47539141665737517	1.6031746031746033
dme-miR-2499-5p	2	0.18772084629243224	2.676271186440678
dme-miR-4986-3p	0		
dme-miR-219-3p	3	0.05290778233469582	3.8911319394376354
dme-miR-9369-5p	0		
dme-miR-992-3p	3	0.12009333329649105	2.692040017398869
dme-miR-983-3p	1	0.8080611501380486	0.6113038668476894
dme-miR-4972-3p	5	0.047502276536607255	2.8806085861033046
dme-miR-2491-3p	1	0.8918156817903639	0.44761904761904764
dme-miR-87-3p	0		
dme-miR-11-5p	2	0.34129247915568883	1.7276150627615063
dme-miR-316-3p	1	0.49321903648145127	1.520220148360852
dme-miR-34-3p	0		
dme-miR-932-5p	4	0.0638381599976357	2.9568170790878217
dme-miR-281-1-5p	2	0.20182075349847553	2.5472727272727274
dme-miR-2281-3p	3	0.16374418818117625	2.3111418163547293
dme-miR-958-5p	2	0.3186996551893863	1.8242290748898677
dme-miR-9382-3p	1	0.2209400442308301	4.197278911564626
dme-miR-4915-5p	2	0.37359590501821877	1.6040312093628089
dme-miR-962-5p	3	0.10753719356955055	2.8363927184096274
dme-miR-31a-5p	1	0.5352932461859987	1.3452380952380953
dme-miR-31b-5p	1	0.5263333530090718	1.3802985725182522
dme-miR-9384-5p	0		
dme-miR-305-3p	0		
dme-miR-275-5p	1	0.3551869669770487	2.370985603543743
dme-miR-4952-5p	0		
dme-miR-193-3p	3	0.011167533805924432	7.258064516129032
dme-miR-288-3p	5	0.021702540157861643	3.614723779978523
dme-miR-2b-1-5p	6	0.008263363223139636	4.076086956521739
dme-miR-2b-2-5p	6	0.008086165051435926	4.096337579617835
dme-miR-4908-3p	1	0.6889278017056006	0.8740943940353099
dme-miR-4956-5p	1	0.4772007649074146	1.594486215538847
dme-miR-2a-2/2c	0		
dme-miR-1008-3p	0		
dme-miR-4964-3p	0		
dme-miR-279-5p	3	0.2099166803239802	2.029264493156782
dme-miR-4987-5p	5	0.008129240404035908	4.698262724779031
dme-miR-996-5p	0		
dme-miR-4962-5p	1	0.5914960354009141	1.1477832512315271
dme-miR-14-5p	2	0.09168960514124869	4.2247524752475245
dme-miR-985-5p	2	0.17379197423008047	2.818485523385301
dme-miR-92a-3p	7	0.00464773088348712	4.1625536209941965
dme-miR-92b-3p	7	0.0046086863373081535	4.169572908769269
dme-miR-310-3p	7	0.004323871839355297	4.222903885480573
dme-miR-311-3p	7	0.004687030525169874	4.155555555555556
dme-miR-312-3p	7	0.004826604182233672	4.131228070175439
dme-miR-313-3p	7	0.004766399534726381	4.141622707862346
dme-miR-1007-5p	2	0.26881165052495076	2.0767441860465117
dme-miR-4918-5p	0		
dme-miR-4912-5p	2	0.28082069923230735	2.0101449275362318
dme-miR-304-5p	1	0.6719957784554127	0.9168322661367484
dme-miR-971-5p	4	0.02106244981057303	4.306549161914636
dme-miR-125-5p	0		
dme-miR-976-3p	3	0.3444165172734802	1.5174515235457064
dme-miR-993-3p	1	0.4560288196037989	1.7002801120448179
dme-miR-988-3p	1	0.3518686373819763	2.399439775910364
dme-miR-252-3p	1	0.6655697314081872	0.9335130278526504
dme-miR-1015-3p	0		
dme-miR-313-5p	0		
dme-miR-iab-4-3p	1	0.723289887598033	0.7922194449785298
dme-miR-4970-5p	1	0.4662546529213807	1.6480331262939958
dme-miR-4962-3p	1	0.43985658518855403	1.7876750700280113
dme-miR-4957-5p	2	0.08813274882995084	4.327027027027027
dme-miR-4940-3p	1	0.6805688627829563	0.8949791396921306
dme-miR-975-5p	0		
dme-miR-13b-2-5p	1	0.419245010648282	1.9084938050455291
dme-miR-983-5p	3	0.27148555681300734	1.7561224986610837
dme-miR-375-3p	4	0.21416504345429205	1.814141414141414
dme-miR-4957-3p	0		
dme-miR-4919-5p	1	0.44370259921255034	1.7663344407530455
dme-miR-9376-5p	0		
dme-miR-984-3p	0		
dme-miR-980-3p	3	0.0870671944309039	3.126315789473684
dme-miR-4968-5p	3	0.09127181069362222	3.059916509781452
dme-miR-4976-3p	0		
dme-miR-307a-5p	0		
dme-miR-9383-5p	0		
dme-miR-190-3p	0		
dme-miR-979-3p	0		
dme-miR-9376-3p	0		
dme-miR-976-5p	4	0.06593066479639445	2.922486201103912
dme-miR-306-5p	0		
dme-miR-9380-5p	0		
dme-miR-4981-3p	1	0.4222332194433441	1.8902691511387164
dme-miR-4942-3p	1	0.5417076694899681	1.3208020050125313
dme-miR-9375-3p	2	0.2675481040660629	2.084
dme-miR-4948-5p	1	0.3895881848010406	2.104105090311987
dme-miR-974-5p	1	0.2953063390946747	2.9815071659731855
dme-miR-276a-5p	1	0.2795269681764417	3.1855415741426105
dme-miR-276b-5p	1	0.2795269681764417	3.1855415741426105
dme-miR-2535b-3p	0		
dme-miR-970-5p	0		
dme-miR-282-3p	2	0.07725086864236959	4.682481751824818
dme-miR-307b-5p	0		
dme-miR-2490-5p	0		
dme-miR-9370-3p	0		
dme-miR-9385-3p	1	0.5001868939647983	1.4893267651888342
dme-miR-286-5p	0		
dme-miR-219-5p	0		
dme-miR-1010-5p	2	0.30987844266921205	1.8646176911544228
dme-miR-184-5p	3	0.14799072625283183	2.431657993544562
dme-miR-929-3p	1	0.3779652967820655	2.1889400921658986
dme-miR-100-3p	1	0.24438733029074955	3.7341991341991343
dme-miR-4971-5p	2	0.1677975564719642	2.8849658314350797
dme-miR-311-5p	0		
dme-miR-1016-3p	0		
dme-miR-991-5p	1	0.6492832715172948	0.9770114942528736
dme-miR-969-5p	0		
dme-miR-306-3p	0		
dme-miR-4951-5p	0		
dme-miR-999-5p	1	0.5900662807529444	1.1523809523809523
dme-miR-184-3p	1	0.2634106711499762	3.419047619047619
dme-miR-92a-5p	0		
dme-miR-4969-3p	0		
dme-miR-2496-3p	0		
dme-miR-963-5p	0		
dme-miR-275-3p	0		
dme-miR-375-5p	4	0.009760365974831368	5.476407914764079
dme-miR-307b-3p	0		
dme-miR-960-3p	2	0.08712462780088902	4.357142857142857
dme-miR-1007-3p	2	0.14832538353625088	3.127586206896552
dme-miR-992-5p	1	0.47084185822077174	1.6253032043916762
dme-miR-4987-3p	0		
dme-miR-9385-5p	2	0.2049055187171243	2.5208
dme-miR-982-5p	0		
dme-miR-2495-3p	0		
dme-miR-4952-3p	0		
dme-miR-994-5p	1	0.6960029408847623	0.856728778467909
dme-miR-2500-5p	1	0.66733410808393	0.9289067739771966
dme-miR-87-5p	0		
dme-miR-282-5p	0		
dme-miR-4954-5p	1	0.16208308505327082	5.9523809523809526
dme-miR-957-3p	1	0.4975847326468079	1.5007680491551458
dme-miR-4974-5p	0		
dme-miR-4941-5p	0		
dme-miR-986-3p	0		
dme-miR-285-3p	0		
dme-miR-995-3p	0		
dme-miR-998-3p	0		
dme-miR-100-5p	0		
